name,slug,region,category,description,short_description,highlights,best_season,best_months,difficulty,min_days,max_days,base_price_per_day,image_url,latitude,longitude,tags,is_featured
Jajarkot,jajarkot,Himalayan,Cultural,"Jajarkot is a popular cultural destination in the Himalayan region of Nepal. Known for its village, hills, history, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking cultural experiences.",Explore Jajarkot — a beautiful cultural destination in Nepal.,Village|Hills|History|Heritage Sites,Spring (Mar-May) and Autumn (Sep-Nov),"1,2,3,4,5,9,10,11,12",Easy,1,4,3900,/images/destinations/jajarkot.jpg,29.0399,83.0308,"village,hills,history",False
Jajarkot durbar,jajarkot-durbar,Himalayan,Cultural,"Jajarkot durbar is a popular cultural destination in the Himalayan region of Nepal. Known for its history, palace, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking cultural experiences.",Explore Jajarkot durbar — a beautiful cultural destination in Nepal.,History|Palace|Heritage Sites,Spring (Mar-May) and Autumn (Sep-Nov),"1,2,3,4,5,9,10,11,12",Easy,1,4,3900,/images/destinations/jajarkot-durbar.jpg,28.2075,80.1185,"history,palace",False
Rukmini Lake,rukmini-lake,Himalayan,Nature,"Rukmini Lake is a popular nature destination in the Himalayan region of Nepal. Known for its lake, pond, natural beauty, forest, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking nature experiences.",Explore Rukmini Lake — a beautiful nature destination in Nepal.,Lake|Pond|Natural Beauty|Forest,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Easy,2,5,3900,/images/destinations/rukmini-lake.jpg,27.7888,86.2442,"lake,pond,natural beauty,forest",False
Deurali Cave,deurali-cave,Himalayan,Nature,"Deurali Cave is a popular nature destination in the Himalayan region of Nepal. Known for its hills, hiking, ponds, river, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking nature experiences.",Explore Deurali Cave — a beautiful nature destination in Nepal.,Hills|Hiking|Ponds|River|Forest,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Moderate,2,5,3900,/images/destinations/deurali-cave.jpg,28.3538,83.245,"hills,hiking,ponds,river,forest,cave,natural beauty",False
"Shibalaya , Rukum",shibalaya-rukum,Himalayan,Cultural,"Shibalaya , Rukum is a popular cultural destination in the Himalayan region of Nepal. Known for its history, hindu, temple, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking cultural experiences.","Explore Shibalaya , Rukum — a beautiful cultural destination in Nepal.",History|Hindu|Temple|Heritage Sites,Spring (Mar-May) and Autumn (Sep-Nov),"1,2,3,4,5,9,10,11,12",Easy,1,4,3900,/images/destinations/shibalaya-rukum.jpg,27.3789,83.3268,"history,hindu,temple",False
Syarpu Lake,syarpu-lake,Himalayan,Nature,"Syarpu Lake is a popular nature destination in the Himalayan region of Nepal. Known for its lake, hills, natural beauty, wildlife, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking nature experiences.",Explore Syarpu Lake — a beautiful nature destination in Nepal.,Lake|Hills|Natural Beauty|Wildlife,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Easy,2,5,3900,/images/destinations/syarpu-lake.jpg,27.6408,84.5639,"lake,hills,natural beauty,wildlife",False
Guerilla Trek,guerilla-trek,Himalayan,Cultural,"Guerilla Trek is a popular cultural destination in the Himalayan region of Nepal. Known for its history, trekking, hills, culture, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking cultural experiences.",Explore Guerilla Trek — a beautiful cultural destination in Nepal.,History|Trekking|Hills|Culture|Heritage Sites,Spring (Mar-May) and Autumn (Sep-Nov),"1,2,3,4,5,9,10,11,12",Moderate,1,4,3900,/images/destinations/guerilla-trek.jpg,27.6283,82.1914,"history,trekking,hills,culture",False
Kapurkot,kapurkot,Himalayan,Nature,"Kapurkot is a popular nature destination in the Himalayan region of Nepal. Known for its village, hills, hiking, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking nature experiences.",Explore Kapurkot — a beautiful nature destination in Nepal.,Village|Hills|Hiking,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Easy,2,5,3900,/images/destinations/kapurkot.jpg,26.6384,87.4371,"village,hills,hiking",False
"Mulpani Botanical Garden, salyan",mulpani-botanical-garden-salyan,Himalayan,Nature,"Mulpani Botanical Garden, salyan is a popular nature destination in the Himalayan region of Nepal. Known for its garden, hills, scenery, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking nature experiences.","Explore Mulpani Botanical Garden, salyan — a beautiful nature destination in Nepal.",Garden|Hills|Scenery,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Easy,2,5,3900,/images/destinations/mulpani-botanical-garden-salyan.jpg,27.2283,85.0479,"garden,hills,scenery",False
Kumakh Hill,kumakh-hill,Himalayan,Nature,"Kumakh Hill is a popular nature destination in the Himalayan region of Nepal. Known for its hindu, pilgrimage, hill, scenery, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking nature experiences.",Explore Kumakh Hill — a beautiful nature destination in Nepal.,Hindu|Pilgrimage|Hill|Scenery,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Easy,2,5,3900,/images/destinations/kumakh-hill.jpg,27.0389,81.7124,"hindu,pilgrimage,hill,scenery",False
Kupinde Lake,kupinde-lake,Himalayan,Nature,"Kupinde Lake is a popular nature destination in the Himalayan region of Nepal. Known for its hindu, temple, lake, pond, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking nature experiences.",Explore Kupinde Lake — a beautiful nature destination in Nepal.,Hindu|Temple|Lake|Pond|Hills,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Easy,2,5,3900,/images/destinations/kupinde-lake.jpg,28.062,85.0921,"hindu,temple,lake,pond,hills,natural beauty",False
Deuti Bajai—the wish-granting goddess,deuti-bajaithe-wish-granting-goddess,Himalayan,Cultural,"Deuti Bajai—the wish-granting goddess is a popular cultural destination in the Himalayan region of Nepal. Known for its hindu, temple, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking cultural experiences.",Explore Deuti Bajai—the wish-granting goddess — a beautiful cultural destination in Nepal.,Hindu|Temple|Heritage Sites,Spring (Mar-May) and Autumn (Sep-Nov),"1,2,3,4,5,9,10,11,12",Easy,1,4,3900,/images/destinations/deuti-bajaithe-wish-granting-goddess.jpg,26.5145,81.3816,"hindu,temple",False
Kakre Bihar—the “other Lumbini”,kakre-biharthe-other-lumbini,Himalayan,Cultural,"Kakre Bihar—the “other Lumbini” is a popular cultural destination in the Himalayan region of Nepal. Known for its hindu, temple, history, sculptures, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking cultural experiences.",Explore Kakre Bihar—the “other Lumbini” — a beautiful cultural destination in Nepal.,Hindu|Temple|History|Sculptures|Forest|Heritage Sites,Spring (Mar-May) and Autumn (Sep-Nov),"1,2,3,4,5,9,10,11,12",Easy,1,4,3900,/images/destinations/kakre-biharthe-other-lumbini.jpg,27.6887,85.9878,"hindu,temple,history,sculptures,forest",True
Bulbule,bulbule,Himalayan,Nature,"Bulbule is a popular nature destination in the Himalayan region of Nepal. Known for its park, garden, lake, boating, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking nature experiences.",Explore Bulbule — a beautiful nature destination in Nepal.,Park|Garden|Lake|Boating,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Moderate,2,5,3900,/images/destinations/bulbule.jpg,28.2819,86.3447,"park,garden,lake,boating",False
Viewpoint Gothikanda,viewpoint-gothikanda,Himalayan,Nature,"Viewpoint Gothikanda is a popular nature destination in the Himalayan region of Nepal. Known for its hill, forest, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking nature experiences.",Explore Viewpoint Gothikanda — a beautiful nature destination in Nepal.,Hill|Forest,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Easy,2,5,3900,/images/destinations/viewpoint-gothikanda.jpg,27.3293,87.4328,"hill,forest",False
Baraha Lake and its mysterious Jalchara,baraha-lake-and-its-mysterious-jalchara,Himalayan,Wildlife,"Baraha Lake and its mysterious Jalchara is a popular wildlife destination in the Himalayan region of Nepal. Known for its lake, wildlife, natural beauty, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking wildlife experiences.",Explore Baraha Lake and its mysterious Jalchara — a beautiful wildlife destination in Nepal.,Lake|Wildlife|Natural Beauty,Autumn (Sep-Nov),"1,2,3,10,11,12",Easy,2,5,5200,/images/destinations/baraha-lake-and-its-mysterious-jalchara.jpg,27.9185,86.9764,"lake,wildlife,natural beauty",False
"jauljibi,dharchula",jauljibidharchula,Terai,Cultural,"jauljibi,dharchula is a popular cultural destination in the Terai region of Nepal. Known for its sightseeing, scenery, historical, rivers, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking cultural experiences.","Explore jauljibi,dharchula — a beautiful cultural destination in Nepal.",Sightseeing|Scenery|Historical|Rivers|Heritage Sites,Spring (Mar-May) and Autumn (Sep-Nov),"1,2,3,4,5,9,10,11,12",Moderate,1,4,3000,/images/destinations/jauljibidharchula.jpg,29.3902,83.3397,"sightseeing,scenery,historical,rivers",False
kali river,kali-river,Terai,Cultural,"kali river is a popular cultural destination in the Terai region of Nepal. Known for its cultural, beauty, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking cultural experiences.",Explore kali river — a beautiful cultural destination in Nepal.,Cultural|Beauty|Heritage Sites,Spring (Mar-May) and Autumn (Sep-Nov),"1,2,3,4,5,9,10,11,12",Challenging,1,4,4500,/images/destinations/kali-river.jpg,27.2342,82.3236,"cultural,beauty",False
om parbat,om-parbat,Terai,Adventure,"om parbat is a popular adventure destination in the Terai region of Nepal. Known for its trekking, holy beauty, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking adventure experiences.",Explore om parbat — a beautiful adventure destination in Nepal.,Trekking|Holy Beauty,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Challenging,5,14,7500,/images/destinations/om-parbat.jpg,28.0245,84.6192,"trekking,holy beauty",False
Askot Sanctuary,askot-sanctuary,Terai,Wildlife,"Askot Sanctuary is a popular wildlife destination in the Terai region of Nepal. Known for its wildlife, tour, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking wildlife experiences.",Explore Askot Sanctuary — a beautiful wildlife destination in Nepal.,Wildlife|Tour,Autumn (Sep-Nov),"1,2,3,10,11,12",Easy,2,5,4000,/images/destinations/askot-sanctuary.jpg,27.2432,83.7596,"wildlife,tour",False
Narayan ashram,narayan-ashram,Terai,Cultural,"Narayan ashram is a popular cultural destination in the Terai region of Nepal. Known for its history, natural beauty, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking cultural experiences.",Explore Narayan ashram — a beautiful cultural destination in Nepal.,History|Natural Beauty|Heritage Sites,Spring (Mar-May) and Autumn (Sep-Nov),"1,2,3,4,5,9,10,11,12",Easy,1,4,3000,/images/destinations/narayan-ashram.jpg,29.1246,81.796,"history,natural beauty",False
"Ramkot Danda,bajhang",ramkot-dandabajhang,Terai,Nature,"Ramkot Danda,bajhang is a popular nature destination in the Terai region of Nepal. Known for its hill, scenery, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking nature experiences.","Explore Ramkot Danda,bajhang — a beautiful nature destination in Nepal.",Hill|Scenery,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Easy,2,5,3000,/images/destinations/ramkot-dandabajhang.jpg,28.8115,84.0169,"hill,scenery",False
Surmasarowar lake,surmasarowar-lake,Terai,Nature,"Surmasarowar lake is a popular nature destination in the Terai region of Nepal. Known for its hindu, temple pilgrimage, scenery, mountains, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking nature experiences.",Explore Surmasarowar lake — a beautiful nature destination in Nepal.,Hindu|Temple Pilgrimage|Scenery|Mountains|Lake,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Easy,2,5,3000,/images/destinations/surmasarowar-lake.jpg,26.824,81.1137,"hindu,temple pilgrimage,scenery,mountains,lake",False
saipal base camp,saipal-base-camp,Terai,Nature,"saipal base camp is a popular nature destination in the Terai region of Nepal. Known for its mountains, hills, trekking, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking nature experiences.",Explore saipal base camp — a beautiful nature destination in Nepal.,Mountains|Hills|Trekking,Spring (Mar-May) and Autumn (Sep-Nov),"3,4,5,9,10,11",Moderate,2,5,3000,/images/destinations/saipal-base-camp.jpg,27.6863,85.2692,"mountains,hills,trekking",False
Budinanda region,budinanda-region,Terai,Cultural,"Budinanda region is a popular cultural destination in the Terai region of Nepal. Known for its hindu, pilgrimage, trekking, lake, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking cultural experiences.",Explore Budinanda region — a beautiful cultural destination in Nepal.,Hindu|Pilgrimage|Trekking|Lake|Heritage Sites,Spring (Mar-May) and Autumn (Sep-Nov),"1,2,3,4,5,9,10,11,12",Easy,1,4,3000,/images/destinations/budinanda-region.jpg,27.4426,82.5711,"hindu,pilgrimage,trekking,lake",False
Badimalika temple,badimalika-temple,Terai,Cultural,"Badimalika temple is a popular cultural destination in the Terai region of Nepal. Known for its hindu, temple, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking cultural experiences.",Explore Badimalika temple — a beautiful cultural destination in Nepal.,Hindu|Temple|Heritage Sites,Spring (Mar-May) and Autumn (Sep-Nov),"1,2,3,4,5,9,10,11,12",Moderate,1,4,3000,/images/destinations/badimalika-temple.jpg,29.2645,81.1738,"hindu,temple",False
Saileshwori Temple,saileshwori-temple,Terai,Cultural,"Saileshwori Temple is a popular cultural destination in the Terai region of Nepal. Known for its hindu, temple, it offers visitors an authentic Nepali experience. This destination is ideal for travellers seeking cultural experiences.",Explore Saileshwori Temple — a beautiful cultural destination in Nepal.,Hindu|Temple|Heritage Sites,Spring (Mar-May) and Autumn (Sep-Nov),"1,2,3,4,5,9,10,11,12",Easy,1,4,3000,/images/destinations/saileshwori-temple.jpg,28.157,86.224,"hindu,temple",False
